timestamp,battery_voltage,engine_speed,vehicle_speed,coolant_temp,throttle_position,brake_pressure,fuel_level,oil_pressure,gear_position,ambient_temp
630,12.5,0,0,25,30,0,60,1.2,0,25
640,12.5,0,0,25,30,0,60,1.2,0,25
650,12.5,0,0,25,30,0,60,1.2,0,25
660,12.5,0,0,25,30,0,60,1.2,0,25
670,12.5,0,0,25,30,0,60,1.2,0,25
680,12.5,0,0,25,30,0,60,1.2,0,25
690,12.5,0,0,25,30,0,60,1.2,0,25
700,12.5,0,0,25,30,0,60,1.2,0,25
710,12.5,0,0,25,30,0,60,1.2,0,25
720,12.5,0,0,25,30,0,60,1.2,0,25
730,12.5,0,0,25,30,0,60,1.2,0,25
740,12.5,0,0,25,30,0,60,1.2,0,25
750,12.5,0,0,25,30,0,60,1.2,0,25
760,12.5,0,0,25,30,0,60,1.2,0,25
770,12.5,0,0,25,30,0,60,1.2,0,25
780,12.5,0,0,25,30,0,60,1.2,0,25
790,12.5,0,0,25,30,0,60,1.2,0,25
800,12.5,0,0,25,30,0,60,1.2,0,25
810,12.5,0,0,25,30,0,60,1.2,0,25
820,12.5,0,0,25,30,0,60,1.2,0,25
830,12.5,0,0,25,30,0,60,1.2,0,25
840,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
850,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
860,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
870,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
880,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
890,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
900,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
910,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
920,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
930,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
940,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
950,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
960,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
970,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
980,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
990,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
1000,12.5,1500,44.3333,90,30,0,55,2.40909,3,25
1010,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
1020,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
1030,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
1040,12.5,2660,44.3333,90,30,0,55,2.40909,3,25
1050,12.5,0,0,25,20,0,60,1.2,0,25
1060,12.5,0,0,25,20,0,60,1.2,0,25
1070,12.5,0,0,25,20,0,60,1.2,0,25
1080,12.5,0,0,25,20,0,60,1.2,0,25
1090,12.5,0,0,25,20,0,60,1.2,0,25
1100,12.5,0,0,25,20,0,60,1.2,0,25
1110,12.5,0,0,25,20,0,60,1.2,0,25
1120,12.5,0,0,25,20,0,60,1.2,0,25
1130,12.5,0,0,25,20,0,60,1.2,0,25
1140,12.5,0,0,25,20,0,60,1.2,0,25
1150,12.5,0,0,25,20,0,60,1.2,0,25
1160,12.5,0,0,25,20,0,60,1.2,0,25
1170,12.5,0,0,25,20,0,60,1.2,0,25
1180,12.5,0,0,25,20,0,60,1.2,0,25
1190,12.5,0,0,25,20,0,60,1.2,0,25
1200,12.5,0,0,25,20,0,60,1.2,0,25
1210,12.5,0,0,25,20,0,60,1.2,0,25
1220,12.5,0,0,25,20,0,60,1.2,0,25
1230,12.5,0,0,25,20,0,60,1.2,0,25
1240,12.5,0,0,25,20,0,60,1.2,0,25
1250,12.5,0,0,25,20,0,60,1.2,0,25
1260,12.5,0,0,25,20,0,60,1.2,0,25
1270,12.5,0,0,25,20,0,60,1.2,0,25
1280,12.5,2040,34,90,20,0,55,2.12727,3,25
1290,12.5,2040,34,90,20,0,55,2.12727,3,25
1300,12.5,2040,34,90,20,0,55,2.12727,3,25
1310,12.5,2040,34,90,20,0,55,2.12727,3,25
1320,12.5,2040,34,90,20,0,55,2.12727,3,25
1330,12.5,2040,34,90,20,0,55,2.12727,3,25
1340,12.5,2040,34,90,20,0,55,2.12727,3,25
1350,12.5,2540,34,90,20,0,55,2.12727,3,25
1360,12.5,2540,34,90,20,0,55,2.12727,3,25
1370,12.5,2540,34,90,20,0,55,2.12727,3,25
1380,12.5,2540,34,90,20,0,55,2.12727,3,25
1390,12.5,2540,34,90,20,0,55,2.12727,3,25
1400,12.5,2540,34,90,20,0,55,2.12727,3,25
1410,12.5,2540,34,90,20,0,55,2.12727,3,25
1420,12.5,2540,34,90,20,0,55,2.12727,3,25
1430,12.5,2540,34,90,20,0,55,2.12727,3,25
1440,12.5,2540,34,90,20,0,55,2.12727,3,25
1450,12.5,2040,34,90,20,0,55,2.12727,3,25
1460,12.5,2040,34,90,20,0,55,2.12727,3,25
1470,12.5,2040,34,90,20,0,55,2.12727,3,25
1480,12.5,2040,34,90,20,0,55,2.12727,3,25
1490,12.5,0,0,NA,0,0,60,1.2,0,25
1500,12.5,0,0,NA,0,0,60,1.2,0,25
1510,12.5,0,NA,25,0,0,60,1.2,0,25
1520,12.5,0,NA,25,0,0,60,1.2,0,25
1530,12.5,0,0,25,25,0,60,1.2,0,25
1540,12.5,0,0,25,25,0,60,1.2,0,25
1550,12.5,0,0,25,25,0,60,1.2,0,25
1560,12.5,0,0,25,25,0,60,1.2,0,25
1570,12.5,0,0,25,25,0,60,1.2,0,25
1580,12.5,0,0,25,25,0,60,1.2,0,25
1590,12.5,0,0,25,25,0,60,1.2,0,25
1600,12.5,0,0,25,25,0,60,1.2,0,25
1610,12.5,0,0,25,25,0,60,1.2,0,25
1620,12.5,0,0,25,25,0,60,1.2,0,25
1630,12.5,0,0,25,25,0,60,1.2,0,25
1640,12.5,0,0,25,25,0,60,1.2,0,25
1650,12.5,0,0,25,25,0,60,1.2,0,25
1660,12.5,0,0,25,25,0,60,1.2,0,25
1670,12.5,0,0,25,25,0,60,1.2,0,25
1680,12.5,0,0,25,25,0,60,1.2,0,25
1690,12.5,0,0,25,25,0,60,1.2,0,25
1700,12.5,0,0,25,25,0,60,1.2,0,25
1710,12.5,0,0,25,25,0,60,1.2,0,25
1720,12.5,0,0,25,25,0,60,1.2,0,25
1730,12.5,0,0,25,25,0,60,1.2,0,25
1740,12.5,0,0,25,25,0,60,1.2,0,25
1750,12.5,0,0,25,25,0,60,1.2,0,25
1760,12.5,2350,39.1667,90,25,0,55,2.26818,3,25
1770,12.5,2350,39.1667,90,25,0,55,2.26818,3,25
1780,12.5,2350,39.1667,90,25,0,55,2.26818,3,25
1790,12.5,2350,39.1667,90,25,0,55,2.26818,3,25
1800,12.5,2350,39.1667,90,25,0,55,2.26818,3,25
1810,12.5,2350,39.1667,90,25,0,55,2.26818,3,25
1820,12.5,2350,39.1667,90,25,0,55,2.26818,3,25
1830,12.5,1200,39.1667,90,25,0,55,2.26818,3,25
1840,12.5,1200,39.1667,90,25,0,55,2.26818,3,25
1850,12.5,1300,39.1667,90,25,0,55,2.26818,3,25
1860,12.5,1300,39.1667,90,25,0,55,2.26818,3,25
1870,12.5,0,0,25,15,0,60,1.2,0,25
1880,12.5,0,0,25,15,0,60,1.2,0,25
1890,12.5,0,0,25,15,0,60,1.2,0,25
1900,12.5,0,0,25,15,0,60,1.2,0,25
1910,12.5,0,0,25,15,0,60,1.2,0,25
1920,12.5,0,0,25,15,0,60,1.2,0,25
1930,12.5,0,0,25,15,0,60,1.2,0,25
1940,12.5,0,0,25,15,0,60,1.2,0,25
1950,12.5,0,0,25,15,0,60,1.2,0,25
1960,12.5,0,0,25,15,0,60,1.2,0,25
1970,12.5,0,0,25,15,0,60,1.2,0,25
1980,12.5,0,0,25,15,0,60,1.2,0,25
1990,12.5,0,0,25,15,0,60,1.2,0,25
2000,12.5,0,0,25,15,0,60,1.2,0,25
2010,12.5,0,0,25,15,0,60,1.2,0,25
2020,12.5,0,0,25,15,0,60,1.2,0,25
2030,12.5,0,0,25,15,0,60,1.2,0,25
2040,12.5,0,0,25,15,0,60,1.2,0,25
2050,12.5,0,0,25,15,0,60,1.2,0,25
2060,12.5,0,0,25,15,0,60,1.2,0,25
2070,12.5,0,0,25,15,0,60,1.2,0,25
2080,12.5,0,0,25,15,0,60,1.2,0,25
2090,12.5,0,0,25,15,0,60,1.2,0,25
2100,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2110,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2120,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2130,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2140,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2150,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2160,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2170,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2180,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2190,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2200,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2210,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2220,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2230,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2240,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2250,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2260,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2270,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2280,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2290,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2300,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2310,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2320,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2330,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2340,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2350,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2360,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2370,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2380,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2390,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2400,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2410,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2420,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2430,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2440,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2450,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2460,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2470,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2480,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2490,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2500,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2510,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2520,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2530,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2540,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2550,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2560,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2570,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2580,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2590,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2600,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2610,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2620,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2630,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2640,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2650,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2660,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2670,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2680,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2690,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2700,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2710,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2720,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2730,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2740,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2750,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2760,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2770,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2780,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2790,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2800,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2810,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2820,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2830,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2840,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2850,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
2860,12.5,1730,28.8333,90,15,0,55,1.98636,3,25
